Cod.registro;ID do cliente;Nome do cliente;Sexo;Estado civil;Renda mensal (R$);Tipo da transação;data
t3686;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;30/11/2024
t3687;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;03/08/2024
t3688;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;19/08/2024
t3689;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;01/07/2024
t3690;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;19/09/2024
t3691;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;08/10/2024
t3692;92;Paulo Santos;Masculino;Casado(a);7067,29;saque;29/08/2024
t3693;93;Ana Silva;Feminino;Solteiro(a);7776,95;pix;30/08/2024
t3694;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;09/09/2024
t3695;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;23/11/2024
t3696;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;01/12/2024
t3697;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;26/11/2024
t3698;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;26/12/2024
t3699;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;04/07/2024
t3700;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;07/12/2024
t3701;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;18/08/2024
t3702;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;29/10/2024
t3703;3;Camila Souza;Feminino;Casado(a);3075,08;saque;16/12/2024
t3704;4;Camila Costa;Feminino;Casado(a);4260,5;pix;26/07/2024
t3705;5;Beatriz Pereira;Feminino;Casado(a);3787,57;saque;22/11/2024
t3706;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;16/09/2024
t3707;7;Paulo Araújo;Masculino;Casado(a);6946,26;saque;15/07/2024
t3708;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;pix;05/10/2024
t3709;9;João Pereira;Masculino;Casado(a);6632,51;saque;04/12/2024
t3710;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;20/11/2024
t3711;11;Paulo Costa;Masculino;Divorciado(a);5495,68;pix;16/09/2024
t3712;12;Carlos Costa;Masculino;Casado(a);5143,81;saque;18/12/2024
t3713;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;06/07/2024
t3714;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;07/12/2024
t3715;15;Maria Silva;Feminino;Divorciado(a);5514,13;pix;11/10/2024
t3716;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;25/10/2024
t3717;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;09/11/2024
t3718;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;23/10/2024
t3719;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;saque;09/07/2024
t3720;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;saque;05/12/2024
t3721;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;03/11/2024
t3722;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;11/07/2024
t3723;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;13/11/2024
t3724;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;05/07/2024
t3725;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;05/09/2024
t3726;26;Ana Pereira;Feminino;Solteiro(a);5898,85;pix;23/12/2024
t3727;27;Ana Lima;Feminino;Casado(a);9045,74;saque;10/12/2024
t3728;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;pix;27/09/2024
t3729;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;03/10/2024
t3730;30;João Lima;Masculino;Solteiro(a);9251,39;pix;30/12/2024
t3731;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;pix;13/11/2024
t3732;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;06/10/2024
t3733;33;João Silva;Masculino;Divorciado(a);4977,08;saque;02/08/2024
t3734;34;João Oliveira;Masculino;Solteiro(a);5256,48;saque;12/09/2024
t3735;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;08/11/2024
t3736;36;Paulo Silva;Masculino;Casado(a);8762,13;pix;18/07/2024
t3737;37;Paulo Nascimento;Masculino;Casado(a);1335,42;saque;20/08/2024
t3738;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;31/08/2024
t3739;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;19/08/2024
t3740;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;saque;03/07/2024
t3741;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;13/11/2024
t3742;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;10/11/2024
t3743;43;Maria Lima;Feminino;Casado(a);3563,85;pix;30/08/2024
t3744;44;Pedro Costa;Masculino;Casado(a);4806,37;saque;05/09/2024
t3745;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;30/07/2024
t3746;46;João Costa;Masculino;Viúvo(a);2885,35;saque;12/12/2024
t3747;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;saque;19/08/2024
t3748;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;02/08/2024
t3749;49;Carlos Oliveira;Masculino;Casado(a);3082,95;saque;07/07/2024
t3750;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;17/11/2024
t3751;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;30/08/2024
t3752;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;08/12/2024
t3753;3;Camila Souza;Feminino;Casado(a);3075,08;saque;25/07/2024
t3754;4;Camila Costa;Feminino;Casado(a);4260,5;pix;09/11/2024
t3755;5;Beatriz Pereira;Feminino;Casado(a);3787,57;saque;26/08/2024
t3756;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;06/09/2024
t3757;7;Paulo Araújo;Masculino;Casado(a);6946,26;saque;24/08/2024
t3758;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;pix;11/07/2024
t3759;9;João Pereira;Masculino;Casado(a);6632,51;pix;29/11/2024
t3760;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;19/11/2024
t3761;11;Paulo Costa;Masculino;Divorciado(a);5495,68;saque;14/07/2024
t3762;12;Carlos Costa;Masculino;Casado(a);5143,81;saque;01/10/2024
t3763;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;07/08/2024
t3764;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;saque;29/08/2024
t3765;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;02/11/2024
t3766;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;18/09/2024
t3767;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;24/12/2024
t3768;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;19/07/2024
t3769;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;12/10/2024
t3770;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;27/11/2024
t3771;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;pix;04/12/2024
t3772;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;11/10/2024
t3773;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;20/09/2024
t3774;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;saque;14/07/2024
t3775;25;Camila Araújo;Feminino;Divorciado(a);1446,38;saque;29/09/2024
t3776;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;28/08/2024
t3777;27;Ana Lima;Feminino;Casado(a);9045,74;saque;13/12/2024
t3778;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;28/08/2024
t3779;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;13/12/2024
t3780;30;João Lima;Masculino;Solteiro(a);9251,39;saque;06/10/2024
t3781;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;pix;27/12/2024
t3782;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;28/07/2024
t3783;33;João Silva;Masculino;Divorciado(a);4977,08;saque;03/10/2024
t3784;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;04/09/2024
t3785;35;João Almeida;Masculino;Solteiro(a);8222,99;saque;27/07/2024
t3786;36;Paulo Silva;Masculino;Casado(a);8762,13;pix;04/07/2024
t3787;37;Paulo Nascimento;Masculino;Casado(a);1335,42;pix;16/07/2024
t3788;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;27/08/2024
t3789;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;02/10/2024
t3790;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;03/10/2024
t3791;41;João Nascimento;Masculino;Viúvo(a);1235,29;saque;24/12/2024
t3792;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;05/08/2024
t3793;43;Maria Lima;Feminino;Casado(a);3563,85;pix;19/11/2024
t3794;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;21/08/2024
t3795;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;12/10/2024
t3796;46;João Costa;Masculino;Viúvo(a);2885,35;saque;04/12/2024
t3797;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;saque;26/11/2024
t3798;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;20/12/2024
t3799;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;25/09/2024
t3800;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;pix;31/10/2024
t3801;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;10/11/2024
t3802;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;16/07/2024
t3803;3;Camila Souza;Feminino;Casado(a);3075,08;saque;22/08/2024
t3804;4;Camila Costa;Feminino;Casado(a);4260,5;saque;13/09/2024
t3805;5;Beatriz Pereira;Feminino;Casado(a);3787,57;pix;07/07/2024
t3806;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;saque;24/07/2024
t3807;7;Paulo Araújo;Masculino;Casado(a);6946,26;pix;21/08/2024
t3808;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;06/12/2024
t3809;9;João Pereira;Masculino;Casado(a);6632,51;saque;19/08/2024
t3810;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;23/10/2024
t3811;11;Paulo Costa;Masculino;Divorciado(a);5495,68;pix;04/09/2024
t3812;12;Carlos Costa;Masculino;Casado(a);5143,81;pix;16/11/2024
t3813;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;saque;01/09/2024
t3814;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;saque;19/11/2024
t3815;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;20/08/2024
t3816;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;30/10/2024
t3817;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;08/11/2024
t3818;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;07/08/2024
t3819;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;saque;23/08/2024
t3820;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;05/08/2024
t3821;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;pix;04/08/2024
t3822;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;18/08/2024
t3823;23;Camila Santos;Feminino;Divorciado(a);4135,44;pix;16/12/2024
t3824;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;saque;18/10/2024
t3825;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;04/12/2024
t3826;26;Ana Pereira;Feminino;Solteiro(a);5898,85;pix;17/10/2024
t3827;27;Ana Lima;Feminino;Casado(a);9045,74;saque;26/09/2024
t3828;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;29/12/2024
t3829;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;01/12/2024
t3830;30;João Lima;Masculino;Solteiro(a);9251,39;pix;05/10/2024
t3831;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;pix;11/08/2024
t3832;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;saque;09/09/2024
t3833;33;João Silva;Masculino;Divorciado(a);4977,08;saque;24/11/2024
t3834;34;João Oliveira;Masculino;Solteiro(a);5256,48;saque;03/10/2024
t3835;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;24/07/2024
t3836;36;Paulo Silva;Masculino;Casado(a);8762,13;pix;19/07/2024
t3837;37;Paulo Nascimento;Masculino;Casado(a);1335,42;saque;13/10/2024
t3838;38;Maria Almeida;Feminino;Casado(a);3826,69;saque;28/09/2024
t3839;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;saque;28/08/2024
t3840;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;03/08/2024
t3841;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;22/08/2024
t3842;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;16/12/2024
t3843;43;Maria Lima;Feminino;Casado(a);3563,85;saque;22/10/2024
t3844;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;23/07/2024
t3845;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;17/10/2024
t3846;46;João Costa;Masculino;Viúvo(a);2885,35;saque;27/12/2024
t3847;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;17/10/2024
t3848;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;06/11/2024
t3849;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;12/11/2024
t3850;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;18/10/2024
t3851;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;21/12/2024
t3852;52;Maria Pereira;Masculino;Viúvo(a);1251,33;pix;07/09/2024
t3853;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;14/08/2024
t3854;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;saque;27/10/2024
t3855;55;Ana Araújo;Feminino;Solteiro(a);2242,64;pix;13/10/2024
t3856;56;Ana Souza;Feminino;Divorciado(a);7224,18;pix;15/12/2024
t3857;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;08/11/2024
t3858;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;19/07/2024
t3859;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;16/12/2024
t3860;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;08/12/2024
t3861;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;29/11/2024
t3862;62;Ricardo Araújo;Masculino;Casado(a);7862,92;saque;02/09/2024
t3863;63;João Souza;Masculino;Casado(a);8710,4;saque;16/10/2024
t3864;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;04/07/2024
t3865;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;saque;12/10/2024
t3866;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;16/08/2024
t3867;67;Maria Santos;Feminino;Casado(a);7073,73;pix;06/12/2024
t3868;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;03/11/2024
t3869;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;17/07/2024
t3870;70;Camila Silva;Feminino;Casado(a);9404,2;saque;25/12/2024
t3871;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;21/11/2024
t3872;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;07/08/2024
t3873;73;Pedro Lima;Masculino;Casado(a);3623,33;pix;17/08/2024
t3874;74;Ana Almeida;Feminino;Divorciado(a);3513,16;saque;29/10/2024
t3875;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;12/08/2024
t3876;76;Carlos Almeida;Masculino;Casado(a);3768,54;pix;31/07/2024
t3877;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;saque;24/11/2024
t3878;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;22/09/2024
t3879;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;pix;13/10/2024
t3880;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;13/10/2024
t3881;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;23/07/2024
t3882;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;04/09/2024
t3883;83;João Santos;Masculino;Viúvo(a);3293,73;saque;15/07/2024
t3884;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;pix;27/09/2024
t3885;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;27/12/2024
t3886;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;21/11/2024
t3887;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;13/10/2024
t3888;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;18/09/2024
t3889;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;20/12/2024
t3890;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;22/07/2024
t3891;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;14/11/2024
t3892;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;25/09/2024
t3893;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;26/12/2024
t3894;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;saque;06/09/2024
t3895;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;29/08/2024
t3896;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;07/09/2024
t3897;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;12/10/2024
t3898;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;15/07/2024
t3899;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;02/11/2024
t3900;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;saque;25/11/2024
t3901;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;02/07/2024
t3902;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;06/11/2024
t3903;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;31/07/2024
t3904;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;saque;02/07/2024
t3905;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;18/07/2024
t3906;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;21/10/2024
t3907;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;25/12/2024
t3908;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;22/07/2024
t3909;59;Paulo Souza;Masculino;Solteiro(a);4626,61;pix;05/09/2024
t3910;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;pix;12/09/2024
t3911;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;24/08/2024
t3912;62;Ricardo Araújo;Masculino;Casado(a);7862,92;saque;21/10/2024
t3913;63;João Souza;Masculino;Casado(a);8710,4;pix;11/11/2024
t3914;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;saque;06/11/2024
t3915;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;06/11/2024
t3916;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;24/07/2024
t3917;67;Maria Santos;Feminino;Casado(a);7073,73;pix;25/08/2024
t3918;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;18/08/2024
t3919;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;25/07/2024
t3920;70;Camila Silva;Feminino;Casado(a);9404,2;saque;29/09/2024
t3921;71;Ana Santos;Feminino;Viúvo(a);5536,68;saque;16/09/2024
t3922;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;11/12/2024
t3923;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;28/11/2024
t3924;74;Ana Almeida;Feminino;Divorciado(a);3513,16;saque;13/11/2024
t3925;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;27/08/2024
t3926;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;31/10/2024
t3927;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;saque;08/11/2024
t3928;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;saque;13/08/2024
t3929;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;21/12/2024
t3930;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;26/07/2024
t3931;81;Paulo Lima;Masculino;Viúvo(a);1367,75;saque;09/07/2024
t3932;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;25/11/2024
t3933;83;João Santos;Masculino;Viúvo(a);3293,73;saque;05/07/2024
t3934;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;26/11/2024
t3935;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;26/11/2024
t3936;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;19/12/2024
t3937;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;13/10/2024
t3938;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;24/07/2024
t3939;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;23/11/2024
t3940;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;27/10/2024
t3941;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;12/09/2024
t3942;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;22/09/2024
t3943;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;11/08/2024
t3944;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;30/11/2024
t3945;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;12/08/2024
t3946;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;28/07/2024
t3947;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;21/12/2024
t3948;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;05/07/2024
t3949;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;09/11/2024
t3950;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;saque;27/11/2024
t3951;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;19/09/2024
t3952;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;03/09/2024
t3953;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;01/09/2024
t3954;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;28/12/2024
t3955;55;Ana Araújo;Feminino;Solteiro(a);2242,64;pix;17/11/2024
t3956;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;10/07/2024
t3957;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;24/12/2024
t3958;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;07/12/2024
t3959;59;Paulo Souza;Masculino;Solteiro(a);4626,61;pix;17/11/2024
t3960;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;pix;21/10/2024
t3961;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;23/09/2024
t3962;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;09/11/2024
t3963;63;João Souza;Masculino;Casado(a);8710,4;pix;02/09/2024
t3964;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;saque;12/10/2024
t3965;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;saque;08/09/2024
t3966;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;pix;03/08/2024
t3967;67;Maria Santos;Feminino;Casado(a);7073,73;pix;28/11/2024
t3968;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;18/11/2024
t3969;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;saque;19/07/2024
t3970;70;Camila Silva;Feminino;Casado(a);9404,2;pix;31/08/2024
t3971;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;17/07/2024
t3972;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;16/09/2024
t3973;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;17/08/2024
t3974;74;Ana Almeida;Feminino;Divorciado(a);3513,16;saque;14/10/2024
t3975;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;17/08/2024
t3976;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;22/09/2024
t3977;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;23/07/2024
t3978;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;23/12/2024
t3979;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;10/12/2024
t3980;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;09/08/2024
t3981;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;17/10/2024
t3982;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;11/07/2024
t3983;83;João Santos;Masculino;Viúvo(a);3293,73;pix;18/12/2024
t3984;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;pix;22/11/2024
t3985;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;03/09/2024
t3986;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;15/12/2024
t3987;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;19/11/2024
t3988;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;03/11/2024
t3989;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;02/10/2024
t3990;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;saque;07/11/2024
t3991;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;08/08/2024
t3992;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;26/11/2024
t3993;93;Ana Silva;Feminino;Solteiro(a);7776,95;pix;17/12/2024
t3994;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;saque;06/11/2024
t3995;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;30/10/2024
t3996;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;10/07/2024
t3997;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;02/11/2024
t3998;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;02/08/2024
t3999;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;04/08/2024
t4000;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;07/11/2024
t4001;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;09/09/2024
t4002;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;13/11/2024
t4003;3;Camila Souza;Feminino;Casado(a);3075,08;saque;20/11/2024
t4004;4;Camila Costa;Feminino;Casado(a);4260,5;pix;22/10/2024
t4005;5;Beatriz Pereira;Feminino;Casado(a);3787,57;pix;10/07/2024
t4006;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;08/12/2024
t4007;7;Paulo Araújo;Masculino;Casado(a);6946,26;saque;22/10/2024
t4008;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;pix;09/10/2024
t4009;9;João Pereira;Masculino;Casado(a);6632,51;saque;02/11/2024
t4010;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;31/12/2024
t4011;11;Paulo Costa;Masculino;Divorciado(a);5495,68;pix;07/11/2024
t4012;12;Carlos Costa;Masculino;Casado(a);5143,81;saque;23/10/2024
t4013;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;06/08/2024
t4014;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;saque;24/10/2024
t4015;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;18/08/2024
t4016;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;06/10/2024
t4017;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;12/10/2024
t4018;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;16/09/2024
